10000
958562	254992	964761	850297	677598
443901	885900	142164	312179	967430
755422	966289	923613	211696	623214
892486	596499	71348	580900	506591
740244	615241	18277	47239	180044
504526	642834	747584	697884	290156
736239	996482	742731	500256	568046
267546	292125	212227	611161	716997
254629	809713	49850	284780	788312
454835	586028	633159	200805	100546
900603	527977	492919	299039	120771
888410	482457	286220	345146	645238
17773	343210	156245	155163	138857
444069	25671	105773	471760	113339
141769	323804	272949	71481	917107
724773	118474	734093	378027	326917
775069	305679	179141	757607	922039
819800	384319	219508	916049	318352
286192	433265	640221	486461	525100
240351	22108	643111	497781	356154
877200	938644	363939	344781	309963
167793	475228	610078	507562	242411
846126	572198	775146	995263	640285
486873	59324	406839	431559	839892
686479	736598	471210	685248	114112
61618	798137	919794	232045	473081
484211	606586	353117	44905	497947
567558	271945	305300	124808	725286
182534	545932	886545	983021	217972
615760	742223	197494	157918	632366
80658	639621	415344	904244	750511
434039	367362	559911	598154	331990
69824	514229	819354	101209	986863
123534	267504	482662	256293	26513
308325	805870	788653	479616	222725
732149	646840	702333	532982	479523
54082	304542	575353	564899	907774
307651	907897	338466	332461	427717
508619	730417	546848	628102	230723
607330	198711	137595	43132	635244
399447	810479	31444	531318	839315
116868	612823	356566	517303	774645
683024	642588	930173	92407	152463
54590	683686	895824	572250	277804
692732	902751	42641	747615	164535
193581	885380	986110	280059	318108
658274	184919	684484	148431	491021
103356	316573	801366	52171	608141
526893	499302	73095	589056	554486
731949	774869	524223	940748	869660
932279	802679	946285	891633	714360
57554	753282	374047	804660	613778
144657	776302	11330	231990	597713
569119	769720	19731	699748	956064
80446	225425	371232	55228	655244
849177	830342	207630	854123	362430
385199	91603	85587	451065	797395
839672	640982	647973	630430	993800
577233	270644	504002	726372	903336
995446	5460	241627	978071	603627
732573	938113	817950	777868	950478
971118	201079	375663	205198	840803
189683	912133	749378	453022	101926
803650	851534	735440	413124	91823
78667	263189	859336	265969	603735
299799	593719	433787	144789	734524
848182	638434	827142	636729	815398
371087	235641	37697	100618	224891
496926	358896	794446	281150	877979
842635	427801	663428	597510	399922
947735	573111	832724	204315	535872
753714	545840	900067	397886	553366
700900	741719	425566	499586	733563
219916	844565	686948	570016	198625
984352	945942	790912	976472	205696
174616	936726	223784	320614	630607
220682	681651	600390	33869	888161
671859	285953	878692	173995	648343
238563	163062	315252	167883	264987
548003	770551	273197	972665	953612
338933	413722	560466	43783	98643
725621	1571	256783	270372	314938
859891	687382	178321	327452	787124
195025	819519	494096	599371	17
19752	776381	83622	825005	682731
790729	784890	901994	129491	385446
855281	267381	763718	852209	376125
211475	731732	614635	124753	845665
113931	208406	945135	856055	375110
417866	41572	690289	594236	395568
516192	855879	201811	440337	496754
466699	284550	212165	875484	554569
518530	84696	255390	909084	513306
825649	477666	5968	53675	569250
564922	445604	414884	50602	993255
465684	941017	809920	961176	130900
457598	285099	742163	339735	566993
453903	231271	519589	482468	707610
878175	823440	253731	664862	861523
557795	603585	590453	634468	934922
389849	263135	304034	565102	264053
422841	294533	720674	329423	3671
640131	325187	966170	723048	521904
887360	131914	949998	514167	368700
470315	625866	988276	73889	275052
904937	359745	105371	877285	632331
987694	821105	741598	559113	162082
727703	974876	646316	7145	747401
746476	662897	293297	918770	99632
409197	233394	649948	751347	212324
511892	752888	881750	465527	116700
751866	862016	964570	974568	541940
161764	361673	84648	379851	470796
874651	478824	879758	43823	603430
219056	190310	25260	104844	855064
229150	605608	151377	778615	773207
853688	258296	277315	602266	694504
851163	63592	949233	691792	877413
589075	109606	921462	29566	460992
495087	871158	606504	498383	875437
327832	691422	320299	818430	638530
22709	440987	540390	383905	889965
573796	979774	422556	214873	68184
71727	315409	605539	528893	226683
223066	736535	898776	325107	190218
27441	405720	648211	795553	560570
982597	754245	830303	865263	310424
339368	758864	170748	294555	983253
841375	573688	428672	802112	498433
462804	260530	743811	774024	159323
545145	28166	743140	479979	916094
703153	949305	160331	166163	617468
54947	853451	417617	187909	66942
522302	178084	751909	457458	992912
7401	899700	994628	594790	353225
780842	901907	870168	296732	685239
735911	253194	323540	63003	355211
138241	602412	109553	282549	588412
149349	387753	642593	172167	298333
16761	653541	333514	691884	722344
775759	268278	896528	829950	897070
730344	720363	158528	326323	861857
438809	381376	570750	926051	312437
4669	99719	475257	46810	203454
566851	224146	337307	924447	872113
818457	406192	869801	360992	190210
720731	277149	43878	40527	298050
764134	622170	107707	54109	401547
717753	77090	396372	479562	329588
260232	659444	518619	323518	303446
502941	928522	39530	454710	311736
718920	820839	444181	995968	484993
906573	971873	117304	682772	839260
929852	435015	373594	695763	909553
107307	579870	372359	298340	630225
148435	850626	224120	48686	255152
169930	13709	153002	75485	623327
110711	848658	611754	475507	988671
471943	40735	985855	97221	858828
760522	860751	966493	755641	408692
447072	744483	676239	683066	267241
204793	826242	380247	107620	881803
323927	33246	332371	778669	607088
166735	634288	16500	466682	986794
853583	556834	876931	143556	799822
444820	207047	149635	437809	908485
320806	945618	959259	664132	9383
690603	695430	321849	219237	805084
808004	10362	254591	770526	43575
600406	304123	330928	10290	28719
105021	158729	122159	215291	612765
133462	814470	132499	876278	49587
986273	972829	897049	626990	45424
784343	863327	973287	283421	988008
829321	386137	263627	848034	316177
722350	94689	854761	632635	964084
241003	595823	634583	417902	547057
127376	422258	143574	341737	52440
360159	587567	728676	368539	968841
97365	345899	614480	104184	532145
658501	885737	618986	677176	948153
321256	305132	223905	602812	423795
54282	458061	231927	798481	629059
40490	185327	869650	100705	110210
157257	783634	788847	888201	427718
639384	732930	812556	-210	105765
710362	338675	245712	133842	581519
161952	986277	995940	756046	880512
903183	659117	98732	89211	680269
623898	915542	599705	905111	307810
555406	273720	158643	178094	960345
262870	623754	846751	281766	633137
854525	170360	655910	646205	950204
427677	977868	960256	545695	829732
317068	712267	788912	265260	394176
754290	415450	785260	901745	368408
490320	399971	197294	654372	986962
610687	853532	527514	856741	948205
661721	401296	576708	862645	466541
138280	408012	274985	687930	316549
523292	998088	459026	98585	735859
697752	533603	930564	827029	576813
400491	353030	894873	174589	737092
331998	354378	26331	944872	841319
881950	589356	962815	163162	362348
130403	334646	987590	730842	312450
970486	730871	760176	548205	483456
257831	893471	812550	803641	667538
663741	60794	360671	44359	608985
432176	86979	967643	888672	361899
816384	725474	115342	591630	757497
422345	707873	379769	719521	130346
41252	934795	748396	724160	907429
697716	890758	764758	183616	709233
191263	151769	241271	518534	769925
526957	742977	26189	294836	785993
269212	681910	799438	369415	632551
381029	242015	909839	509298	822624
746688	523193	857937	991838	126115
397305	111314	20220	965345	393550
472244	402333	176108	115057	600060
866859	767773	434872	486285	553325
259392	81378	266040	363051	163868
569224	18633	976273	937988	926929
391388	464567	624985	211932	668179
8570	66184	293086	430204	170765
972429	978816	759104	967843	350516
220090	449071	101245	80926	893428
547649	940434	692896	415330	891459
740006	939606	760716	164574	162242
875511	242156	41784	651161	481738
588243	308944	96700	375417	65791
660007	449815	706245	513546	421990
416412	45153	827975	432288	834944
493878	555699	25805	5662	70055
277140	123388	369026	131303	46238
674569	981136	663621	972039	41071
794365	877960	702337	831919	497104
548222	413579	354362	581176	563899
4614	912196	719896	683328	768624
77425	512961	793279	886013	648367
486686	360590	822948	984524	192805
4715	819738	102636	152951	507138
51993	124650	221260	692125	650519
187566	401512	255840	860810	532431
363692	911614	17439	305903	182035
195387	158949	268186	890811	142755
545011	238554	168272	111457	692227
56877	367130	384082	283710	126147
511293	849442	808288	833286	529936
777536	185710	74517	945138	109679
745904	723254	547574	768474	624648
566557	109170	184502	737207	357576
195237	675535	492010	558341	861963
693355	354874	641992	861812	489825
276026	214852	178997	517111	433748
162061	520649	528971	584985	346260
790193	919917	182804	59857	856976
773280	569677	613837	649429	860748
196023	76204	92113	469316	410263
299790	868982	533386	222429	628305
6444	235394	636572	904735	174853
702446	976884	647313	710482	491691
909354	317497	449374	810644	370368
278523	250932	188247	579352	322368
542652	777890	784636	540324	435738
78940	685313	160181	614159	979612
980618	976558	303316	685104	95708
186206	73266	649725	566181	840937
611922	393850	260692	922375	925716
231465	635274	842925	572284	354681
451399	583376	696729	170190	110420
634253	173648	753291	239676	738537
35761	362076	917619	275012	736029
131249	69432	107361	78832	160303
559929	532450	663415	650702	564571
79010	356684	390436	656189	739261
847116	753342	632683	972147	77397
11184	746587	203441	311436	701898
259538	824021	332347	913047	342262
258712	125091	433527	997580	377823
564863	517731	725045	190893	496355
560874	922342	653554	309980	905942
320728	961232	827170	732452	112190
400415	502671	353312	174864	960218
702115	807152	704795	673506	499779
618202	772351	840609	132816	847852
491762	513402	470608	921250	313674
664264	187627	640554	912814	713806
103542	450513	990772	259618	719034
199672	3648	573322	827351	47212
307147	277798	15551	416032	774549
731953	106677	26660	627454	278200
402079	843294	764000	608074	333593
836117	192016	966641	685719	178498
107436	586448	14751	24884	938161
543602	630207	287443	757360	3046
656818	503200	259254	761089	453441
920318	574429	835870	878528	470005
522680	781274	250750	168238	30359
331073	889317	350975	33956	412949
191215	571034	7800	356209	606734
527035	346418	429777	329551	490145
320092	321601	73720	191671	338210
145857	876455	189722	106627	533606
960302	279083	829097	487958	818726
20707	20905	372575	729931	261396
420625	857668	873706	105584	378681
480694	364114	219880	393644	872288
515892	610226	10932	524510	771183
662764	923350	719315	288573	700137
382682	856539	248229	848575	860044
132376	2047	531620	659796	907878
128555	254495	802567	292514	170446
518521	543095	21183	215904	266319
690020	717051	776536	321540	820944
187738	695687	187908	461290	184092
102795	259245	889714	99472	964715
50153	381849	737691	137324	137557
169791	434421	961188	643364	509063
815475	361750	110644	792957	127809
644028	176923	164644	193095	916622
485629	292733	310137	728755	757588
10892	377158	634609	177786	812329
212890	763191	354266	357061	454783
749201	982590	223916	108744	659154
339192	229555	838154	66291	753010
113629	26698	698015	586502	236321
497620	687476	280934	177296	721624
337250	784705	7140	160323	971772
932898	17998	684421	17383	206347
371003	515537	624161	948321	159831
943372	751975	569184	486236	138068
787795	160006	31436	147617	936194
381341	560230	952364	666724	261348
474268	844421	224711	551854	466432
878233	809442	482910	299128	367605
975152	794389	276239	979607	574953
781408	472892	40175	57187	563177
127657	115734	311813	896945	690593
818692	877778	851566	287782	794882
193287	112599	603792	334635	833607
935959	98736	39050	361760	298958
395967	391826	294891	605904	899691
857046	38235	912361	609378	418602
702156	568656	528880	330088	821618
29528	659653	419298	350191	839600
69141	627264	459259	990147	338291
220222	46695	548389	727233	598752
31552	875244	746500	162316	531558
491608	669964	779467	134653	464881
724046	870491	805665	648917	276298
239253	247373	331325	858855	557111
952726	204802	322977	584765	301120
986681	936629	919069	248660	889846
406733	778664	975312	604924	876794
510833	48793	261754	200442	389488
472429	108963	518931	758186	470513
938737	799095	413131	319748	692452
518126	488035	611812	386833	686468
278222	41118	368170	269098	484405
320750	584747	358993	64207	806049
720007	769119	431404	267922	625561
444040	970669	777676	983652	72340
857683	289216	424612	533121	789190
630632	762829	7864	236681	200928
976007	118881	170285	861313	237033
758958	84301	256847	995003	789895
449170	635428	979249	678439	784607
329276	551120	202760	301044	271792
690456	132148	803155	728686	126552
295331	584455	808804	300619	372260
346477	394805	718277	877981	601228
974212	567161	213465	792590	868674
836353	269995	321703	823692	550469
566803	222381	563510	882188	270245
70138	429451	445104	452714	396309
240782	734039	152807	567702	724738
498171	149328	847596	800007	754922
785476	246101	62888	116419	651579
288624	148417	504397	651844	594652
503300	146033	574227	361415	349474
483784	20525	694351	292051	609664
593897	264335	41457	128736	465681
723327	129387	727825	61571	245136
96740	27087	26497	869691	932923
979001	202494	100398	642150	100317
438892	743109	258018	145436	670927
271443	495922	885821	442583	772324
590309	537062	281714	578727	686488
835753	63079	211634	457436	733894
449621	542573	262541	174764	911318
338812	700528	657557	671995	735025
425603	347732	364401	141937	282026
615665	903744	299888	253024	549847
277519	62377	275446	381657	619666
231833	214620	746386	717950	686236
384888	707641	655588	822214	316471
755574	65995	367101	878816	60364
95558	561812	156033	88928	532123
238594	547365	87388	241432	50881
829444	368222	257949	38732	304012
927679	879161	729692	155138	801590
20655	793739	726741	928014	743383
824585	549409	866664	311681	669669
846203	780193	393413	574612	568535
883338	524040	29270	749088	281200
401025	166874	722728	469636	909619
623104	57100	663743	461027	46848
248894	771779	2554	682500	370547
638756	94313	112639	547986	549325
760966	215228	864537	324131	665814
33536	939898	833388	601544	487206
235531	163912	312584	291767	428518
318600	479800	932744	837962	437617
761225	65855	594757	985884	948445
836274	655826	62145	677508	856277
320647	437055	436457	310932	894175
665920	482502	963104	237529	705412
5131	640954	748255	448609	398163
518826	691409	305773	812082	640512
37497	592649	812307	602568	302992
88141	217066	615505	686003	492878
505421	162837	794571	497660	536403
917965	551981	465631	591244	385552
869563	927971	428406	973123	904548
863262	459041	80167	186681	915684
443515	638351	665396	574880	42739
14419	41364	361820	728232	399608
971110	140318	206464	620220	843386
830049	743940	538175	249950	568139
41271	908516	380858	643837	430273
98573	186739	453865	678829	544024
115076	600498	29173	874681	591542
579274	-121	476189	761100	903191
943057	807649	469329	505001	199739
304680	132852	629707	755801	639003
364442	452407	590255	491243	519738
491082	584285	888182	643709	31156
779445	952322	229957	124315	416207
503161	246507	199399	45407	178309
612686	390220	11635	353185	912171
990712	307933	230728	682512	92141
914858	21937	886839	400457	887575
358248	802164	846909	391245	516920
34528	113817	7471	685467	471541
170291	959937	200398	793877	400629
198189	779924	734878	481647	439399
395557	773209	627004	710799	565077
109529	782315	365090	523266	693310
422242	703695	823390	593106	511529
654179	346552	910312	522133	403742
63048	288710	258540	751720	146848
27290	472580	536641	142478	944612
956036	198067	26951	334878	475649
119717	337462	937585	332793	675907
907769	902174	665643	448560	574249
955866	805459	468417	619251	429209
845596	632311	628013	327199	712716
223193	356840	778701	686289	768257
436258	115237	941754	589333	38525
707565	274857	151075	823819	239829
245859	478932	171630	795906	731269
51692	813672	482907	963325	700832
866028	326355	340807	751835	34485
424341	950867	227943	68377	287129
85317	401638	188463	796084	889249
808367	227844	353629	901306	871544
661060	554318	791180	182621	22783
122080	574069	512609	106312	311362
367221	417861	496580	596955	908046
308649	897152	534940	248330	618827
551816	230260	695932	270341	601256
529833	303639	414064	798052	981958
801957	659774	283430	655557	396289
979026	334067	333464	548188	111632
692747	945288	722185	137528	959475
205408	675772	960495	117334	896241
564443	579191	392038	932738	913319
281157	915711	811014	929774	313217
400523	785804	43993	414781	604456
528647	954062	679604	888275	235935
568450	899386	129054	974161	458210
678023	389542	953576	284044	14585
806195	664974	828367	368941	36568
992734	54623	309286	49768	832140
194212	541726	723474	321544	672731
742709	445251	433192	703164	240500
323102	105672	954901	350492	740581
130898	236789	451166	713967	708408
446520	40154	8563	456727	659369
887359	909422	393926	519768	666063
686747	819607	7850	775296	162792
614652	861196	552854	227603	869468
514278	595564	527612	606426	698080
432445	696507	204920	819170	825915
344475	82006	507537	186955	989364
34173	623849	364135	645404	633966
948893	775096	653969	740664	392558
14255	474997	248221	297859	364667
49417	976458	225106	500066	60707
703246	822832	4993	209701	730645
335990	557776	589880	154897	64649
743616	116468	187726	641487	518388
176901	36217	644345	311425	647687
699632	638233	208131	547337	271103
877634	788621	363845	746347	317593
257381	794036	846708	77586	236378
227639	173372	363023	175253	687145
325537	406294	90780	441367	270762
758644	560948	943721	867657	560891
830699	611089	779659	622691	692376
613978	861660	342028	317962	447131
727307	786187	515663	480064	472473
676633	524379	834692	414544	532904
287917	401845	621309	444578	975517
296304	850635	667522	211138	365010
455062	373635	694370	342704	818308
361312	168890	303673	933899	170076
860801	148543	251461	349017	604695
447805	608698	638067	929738	153639
618692	354973	463517	780938	32874
448722	49509	777736	759499	80689
775447	923484	416134	218753	408536
825765	268951	723612	492364	553495
613395	947025	645332	685929	142301
628256	202567	268255	507125	908366
560348	185635	726305	730141	609944
252400	949060	834742	750953	79308
651627	957701	86904	466607	778336
838613	529927	725094	756591	993020
196246	972306	966622	713304	314336
375937	336155	595282	927283	498586
463112	281809	307062	887914	609437
285117	773365	628908	209791	475482
714413	947044	633837	136831	235684
662864	588319	838803	929716	137040
65788	75013	152155	420179	205740
546998	728285	78270	920537	290369
882545	116050	142279	372966	724940
778623	470415	914870	518251	995949
862635	728791	291912	722008	95408
111281	230610	763273	666611	251952
681205	805939	288261	702285	562747
445872	588829	804231	535903	986338
850301	40939	296797	466651	925282
130480	113641	315298	311843	486908
812486	681535	859397	337248	776311
598120	517203	671144	593318	727561
548056	780446	886904	195158	419361
95666	296950	735419	79279	600886
779038	707973	759304	311269	187471
212192	134257	577253	574055	368942
272735	489760	85777	857627	860262
780460	401333	676475	914517	276047
256482	925335	465570	117065	749547
668466	541863	793993	608538	157590
330218	463786	306920	155664	726969
291296	328597	873887	389824	809151
127131	416403	659809	342476	925980
991612	881845	656030	505555	392965
649820	126842	987777	602725	824338
86595	815636	280582	54533	853623
536304	830894	425216	826465	842904
87973	739186	29055	439085	250655
338666	689780	677705	433312	803115
369590	627275	42386	730528	206255
582718	836323	863206	293909	527603
206324	796800	344771	324671	881547
166090	882200	319121	907816	924319
322542	649550	100251	326252	156619
338224	201592	313239	207652	103808
81135	801463	627359	630378	858223
655087	449364	675327	604600	499151
558945	54027	172525	481760	7280
600973	692311	124792	198518	515548
509840	683480	826491	300474	875631
252914	459224	298972	375489	651600
275464	94688	219666	9259	671886
431803	880914	829386	409490	484164
905490	370161	498876	510575	730046
820	297617	581752	871613	415418
958603	730310	608542	884877	388199
19847	81831	976921	405665	128056
423074	990893	-79	43556	456882
891795	578943	187721	25644	225331
919732	725714	569656	185663	602683
864885	576199	5888	524219	853549
497961	476613	196924	555875	159226
815817	547218	870914	629464	456710
654031	223363	35294	573748	301446
490043	547489	647686	20011	570113
411075	512571	638371	870999	39812
189039	579622	877661	521978	815429
390885	495282	862720	319772	605551
429205	616090	888213	554151	722837
868102	473144	735631	390423	711946
820300	319367	953309	614689	190874
513002	349457	910285	418905	222564
687391	54905	374154	725059	207761
638381	254353	609827	916849	735835
568468	485829	466271	515838	341773
361298	518493	615055	428554	777565
592436	292465	942350	161557	172716
699137	514535	668771	155085	667222
670150	370636	198634	659930	876571
491384	423116	888327	883095	430252
531659	47078	19833	104244	160870
481055	618859	892785	782910	125454
304621	884827	459772	547995	253093
564488	838582	489948	509316	464200
738316	988454	766641	383218	564046
581449	587630	30658	68072	709224
200961	552777	355788	510122	727559
539083	650902	661468	47290	656542
666459	605754	105163	319985	618241
335552	790085	739985	108682	795305
457737	566843	375950	704689	264980
273289	834850	584328	213065	778765
811543	835950	65450	941874	338375
418996	273349	43705	895821	646682
567219	683618	690346	675367	111643
856384	872406	938611	312287	762333
867695	353703	85878	586943	408742
212711	902968	113894	243316	52781
356901	158116	204896	84674	261958
45993	916266	501454	439202	30468
559214	580885	994844	923810	423460
835819	12642	47309	948685	341862
16014	426124	958651	677521	118504
561237	736118	211617	494307	158874
11052	22710	461296	120455	971854
821566	446149	905415	391360	375154
18804	218105	348650	3160	690229
458728	765123	136807	595101	111349
471333	3487	430465	915776	935695
831913	21658	496052	517811	235552
322034	542268	268900	215318	464536
412432	86166	365163	479933	492698
174863	350460	936549	989143	223132
595867	724515	889346	900799	938361
638699	485511	629676	720656	381503
305184	213828	156494	366997	206766
256198	489169	223686	284366	108737
740622	463615	659129	173637	163025
571020	72285	308984	880047	807720
583641	437932	218603	103591	212129
605747	342370	967462	450372	487552
492093	815330	318059	909928	887908
331201	734003	474849	153017	630468
582469	916684	613566	461681	650136
437602	229906	985253	25268	889350
545970	587688	336510	891193	23132
863939	738587	617052	798642	804424
183439	871991	515415	514746	77359
600183	387197	664379	373133	323800
788338	772003	906563	781740	277570
150368	799234	437696	612325	324716
94187	49089	326202	896284	611622
170915	382612	956412	934888	197363
557078	132488	145734	533326	868995
696946	474490	250530	519677	694211
485030	576136	506061	35321	453971
52727	73322	382932	813045	72697
790085	906636	639280	784826	689166
950045	35703	161981	209647	116405
889340	463832	347217	388882	889077
261587	409621	222691	11805	80951
438704	116849	727636	624840	450146
927431	427150	284978	721402	702042
647319	546211	147510	169868	852315
311294	317195	437448	330832	711585
534561	792334	212094	985680	897952
886714	371961	625062	818167	334480
496461	655072	997281	-225	335911
442010	993537	431087	557457	600972
484748	620784	49765	840190	25745
89646	949119	115352	23393	300558
893011	990921	109576	638826	586806
711614	736472	810749	867897	90236
225346	126100	836069	938326	250276
730174	997249	695662	656928	670341
345465	34374	68177	773051	467150
797326	372116	360256	235973	830997
102308	956590	813150	566760	956764
374246	797376	896750	483653	780949
258227	542451	386680	827372	675513
674466	453425	971606	332170	263846
657685	774116	395513	211218	921539
289569	902721	596576	594979	679174
807018	985835	870528	113962	981780
432013	192886	643661	421899	869746
818280	820169	535888	516353	825072
940460	169167	443448	545161	20198
716050	903573	854741	237016	799095
760672	655301	591509	590522	785724
396367	134941	954443	916893	137000
375127	428921	75985	160147	981908
926193	914599	29351	909896	850283
79700	518233	456022	437749	636633
7339	693554	368580	914069	364801
259077	570672	653580	661563	779304
714311	246793	589841	984005	978844
292654	345139	305827	632203	676790
249047	92476	592069	301908	6382
970064	174742	954526	494377	561202
819478	800413	102793	686382	579398
312871	871917	344737	156029	464403
376853	542761	773322	9113	194640
868548	920539	917350	786860	304521
209224	323265	876106	932302	768333
355361	635930	387796	185672	140518
978671	152348	29343	627858	663590
426882	185444	25605	714683	551307
534308	300222	898881	975623	175036
431643	158500	674	718340	584103
349367	143938	725127	647138	56693
812615	116997	879143	53112	278853
683137	138877	282890	751515	45794
515642	546213	80268	907645	524888
138997	218435	857018	149178	877159
247787	228463	323315	356188	995356
313368	609408	822284	432607	652908
69046	452394	830792	756014	653151
716839	689575	709497	567407	355900
70936	938954	262440	891554	719712
565114	228737	940360	303078	632594
249454	586762	810319	565638	693349
598103	709081	646803	857526	489158
848586	875074	423305	108387	228088
448361	521245	882668	597059	515087
36257	830273	663554	698036	580255
86525	555449	347799	369977	807573
284680	149316	88055	202597	61092
808611	524821	745097	861601	966154
463013	468668	178180	455603	237087
648069	353603	844344	257570	982948
746242	1659	37717	737199	477693
834312	247379	741983	516823	285178
403826	915159	367259	344250	187155
46269	91039	130347	717037	250765
320084	345132	848660	310618	199909
782830	363696	914073	768053	441697
865828	969659	760905	851326	33997
796449	38755	881375	384198	604445
972015	651015	425876	732874	367044
207811	152909	654280	76001	135812
468149	7403	978729	831126	541763
663335	615474	742227	113814	480894
782826	517487	94161	950647	582472
55980	962929	717540	959096	337020
164498	680266	240241	986428	998660
238416	384744	376176	845752	443933
385050	303581	17681	224958	-186
960105	867771	891913	610808	905442
474531	431128	279708	382355	45088
522891	565841	781954	604925	51032
990019	667624	427540	515219	184355
516063	744621	187562	701549	586321
421571	562232	121374	985928	851902
483249	653099	466329	893666	807706
352268	507500	671190	707531	270564
268598	125326	550081	431225	56393
656386	221466	381126	703677	415814
595209	480134	944954	741220	438889
768285	104005	985390	9017	184878
603077	32059	337427	633457	182465
985675	4157	740753	662725	175123
310134	407177	857694	401560	844262
692352	493198	974337	505381	94435
344616	807336	484080	332959	935755
94610	688925	393239	777835	155144
807926	900968	842591	534620	431957
